"DAY","HOUR24","MINUTE","FRACTIONAL DAY","DATESTRING","ALTITUDE","AZIMUTH"
203,6,45,202.28125,"Day 203, 06:45am",11.85057160475074,176.68555982269157
203,7,0,202.2916666666666667,"Day 203, 07:00am",15.594291757507678,176.63041727091232
203,7,15,202.302083333333333366,"Day 203, 07:15am",19.337760931450457,176.55852772869238
203,7,30,202.312500000000000032,"Day 203, 07:30am",23.080904520156675,176.46817972670897
203,7,45,202.3229166666666667,"Day 203, 07:45am",26.823634842502504,176.35709804513303
203,8,0,202.3333333333333333,"Day 203, 08:00am",30.56584630182004,176.2222924209939
203,8,15,202.343749999999999966,"Day 203, 08:15am",34.30740873891101,176.05984043488226
203,8,30,202.354166666666666632,"Day 203, 08:30am",38.048158040090556,175.86457265788545
203,8,45,202.3645833333333333,"Day 203, 08:45am",41.78788248853436,175.62960818969108
203,9,0,202.375,"Day 203, 09:00am",45.52630234101476,175.34565387556628
203,9,15,202.385416666666666666,"Day 203, 09:15am",49.26303827837241,174.99991722056458
203,9,30,202.395833333333333332,"Day 203, 09:30am",52.99756088843628,174.5743629863469
203,9,45,202.40625,"Day 203, 09:45am",56.729106354453634,174.04280395513177
203,10,0,202.4166666666666667,"Day 203, 10:00am",60.45652867728868,173.36580942451172
203,10,15,202.427083333333333366,"Day 203, 10:15am",64.1780248770739,172.4812640571795
203,10,30,202.437500000000000032,"Day 203, 10:30am",67.89058524986056,171.28556479101414
203,10,45,202.4479166666666667,"Day 203, 10:45am",71.58878657716522,169.59263260513472
203,11,0,202.4583333333333333,"Day 203, 11:00am",75.26179899317704,167.03342276470445
